Date,AAR,BT,Bus,LIRR,MNR,SIR,Subway
11/06/2025,"46,597","982,260","1,380,841","277,537","237,999","7,819","4,476,845"
11/07/2025,"44,889","999,735","1,278,966","271,989","227,739","6,673","4,143,987"
11/08/2025,"28,928","951,693","904,574","146,648","144,272",98,"2,998,303"
11/09/2025,"28,414","859,442","664,738","108,466","102,557",6,"2,170,348"
11/10/2025,"42,668","918,164","1,330,157","261,926","224,338","7,111","4,042,262"
11/11/2025,"37,343","862,673","1,138,614","261,323","231,128","5,848","3,805,525"
11/12/2025,"48,814","947,918","1,416,400","277,019","241,668","8,127","4,490,139"
11/13/2025,"48,365","973,866","1,393,834","278,935","240,393","7,775","4,514,518"
11/14/2025,"45,674","999,518","1,358,720","266,627","228,051","6,632","4,202,637"
11/15/2025,"29,345","944,176","901,107","147,186","134,636","2,601","2,916,948"
11/16/2025,"29,190","875,912","698,030","122,244","104,396","1,930","2,244,614"
11/17/2025,"43,573","920,434","1,345,238","265,144","224,332","7,340","4,073,219"
11/18/2025,"47,836","939,249","1,412,746","276,957","244,622","7,946","4,478,041"
11/19/2025,"49,261","946,470","1,324,616","285,721","242,379","7,984","4,485,722"
11/20/2025,"48,100","989,094","1,351,795","281,238","242,044","7,966","4,507,934"
11/21/2025,"46,310","1,007,336","1,308,473","265,950","227,894","6,706","4,136,195"
11/22/2025,"28,732","932,418","843,858","154,859","136,221","2,501","2,789,019"
11/23/2025,"29,629","859,248","677,274","124,945","111,766","1,919","2,214,468"
11/24/2025,"43,753","931,195","1,325,785","278,824","235,318","7,369","4,093,423"
11/25/2025,"46,923","984,962","1,323,388","287,401","245,330","7,701","4,220,008"
11/26/2025,"42,124","1,002,049","1,236,618","303,778","255,782","7,074","3,810,090"
11/27/2025,"31,998","915,340","495,496","136,991","118,294","2,356","1,828,134"
11/28/2025,"23,232","840,279","841,444","155,678","137,068","3,865","2,812,012"
11/29/2025,"23,215","892,563","774,221","157,271","140,888","2,407","2,451,340"
11/30/2025,"25,621","873,262","586,972","130,384","108,842","1,743","1,870,396"
12/01/2025,"43,282","952,445","1,303,042","249,607","216,228","7,223","4,006,207"
12/02/2025,"44,343","865,367","1,222,943","265,911","223,297","7,245","4,133,004"
12/03/2025,"48,995","949,475","1,388,939","275,589","240,102","8,244","4,602,770"
12/04/2025,"47,977","975,181","1,357,434","279,292","234,324","7,743","4,625,030"
12/05/2025,"45,693","979,717","1,244,763","257,408","214,457","6,250","4,245,175"
12/06/2025,"29,625","907,338","862,636","161,891","143,742","2,750","3,167,060"
12/07/2025,"30,064","859,180","677,370","132,179","108,943","2,085","2,417,625"
12/08/2025,"44,073","919,722","1,280,746","262,078","221,975","7,173","4,146,910"
12/09/2025,"47,915","942,527","1,343,371","280,939","245,102","7,619","4,498,157"
12/10/2025,"48,763","950,985","1,356,535","278,314","243,313","7,932","4,570,883"
12/11/2025,"47,771","985,569","1,354,523","282,861","244,157","7,601","4,654,787"
12/12/2025,"46,724","1,010,112","1,310,865","271,356","232,325","6,359","4,342,252"
12/13/2025,"29,814","949,108","895,773","183,250","160,206","2,636","3,223,814"
12/14/2025,"25,999","678,234","551,669","116,119","106,009","1,816","2,275,321"
12/15/2025,"41,911","897,956","1,250,173","257,524","221,439","6,631","4,071,120"
12/16/2025,"46,871","938,269","1,353,494","275,666","243,838","7,147","4,478,870"
12/17/2025,"49,815","970,077","1,383,795","286,645","245,310","7,365","4,493,497"
12/18/2025,"49,193","997,713","1,378,737","294,530","245,278","7,371","4,499,832"
12/19/2025,"44,942","962,046","1,167,980","269,600","221,112","5,598","3,888,599"
12/20/2025,"30,138","934,838","813,781","173,942","155,827","2,583","2,981,831"
12/21/2025,"31,036","879,883","627,619","152,661","127,045","2,119","2,390,530"
12/22/2025,"42,652","939,496","1,158,803","268,354","229,496","6,935","3,869,528"
12/23/2025,"41,705","930,944","1,107,930","268,202","223,698","6,345","3,602,331"
12/24/2025,"35,738","949,981","883,076","244,530","195,155","4,540","2,853,461"
12/25/2025,"22,310","755,953","390,603","96,125","69,421","1,826","1,511,985"
12/26/2025,"27,702","761,332","793,491","238,777","204,111","4,070","2,695,535"
12/27/2025,"16,279","562,069","542,506","130,835","114,446","2,424","2,219,293"
12/28/2025,"22,732","754,479","579,178","133,665","114,540","2,302","2,180,348"
12/29/2025,"37,707","851,122","1,024,260","257,839","214,568","5,571","3,297,161"
12/30/2025,"40,464","898,686","1,084,547","265,344","222,329","5,681","3,554,107"
12/31/2025,"38,585","851,446","959,612","245,088","203,486","4,790","3,084,643"
01/01/2026,"14,441","661,315","474,380","99,745","77,813","2,172","2,016,827"
01/02/2026,"33,207","812,469","986,192","192,703","163,155","4,632","3,120,979"
01/03/2026,"24,956","804,417","758,640","167,213","132,196","2,650","2,478,271"
01/04/2026,"27,839","749,343","626,317","90,083","73,729","1,894","1,934,593"
01/05/2026,"42,609","853,613","1,282,373","219,975","177,390","7,098","3,650,793"
01/06/2026,"45,834","871,458","1,334,624","245,492","197,811","7,542","3,973,013"
01/07/2026,"47,258","877,731","1,348,234","250,828","207,994","7,722","4,074,540"
01/08/2026,"46,662","902,305","1,347,632","251,655","212,710","7,519","4,096,415"
01/09/2026,"44,891","915,619","1,272,247","239,792","197,505","6,262","3,763,800"
01/10/2026,"26,074","806,027","774,842","114,420","97,875","2,374","2,395,364"
01/11/2026,"28,246","780,896","664,557","99,745","84,855","2,004","1,978,534"
01/12/2026,"42,819","874,778","1,330,401","237,811","200,032","7,131","3,770,308"
01/13/2026,"46,618","891,825","1,396,832","258,513","220,239","7,876","4,108,806"
01/14/2026,"48,298","896,921","1,399,486","259,501","223,140","7,634","4,123,499"
01/15/2026,"45,600","916,418","1,376,769","255,079","220,178","7,425","4,122,446"
01/16/2026,"44,701","952,643","1,290,439","241,834","208,331","6,148","3,777,240"
01/17/2026,"25,898","775,085","751,549","112,583","102,013","2,423","2,366,112"
01/18/2026,"25,820","625,913","550,588","83,410","82,259","1,675","1,892,973"
01/19/2026,"25,086","828,004","899,589","105,820","86,326","2,949","2,453,200"
01/20/2026,"45,009","875,173","1,272,912","253,778","219,701","6,924","3,877,395"
01/21/2026,"47,748","877,676","1,338,421","257,748","225,265","7,303","4,025,317"
01/22/2026,"47,855","914,247","1,396,004","265,608","228,722","7,295","4,121,401"
01/23/2026,"45,077","933,065","1,298,197","248,622","209,654","6,001","3,776,911"
01/24/2026,"23,866","818,220","655,627","114,512","90,911","2,011","2,220,867"
01/25/2026,"8,401","168,610","196,211","30,577","27,652",773,"819,389"
01/26/2026,"15,007","314,954","488,328","53,590","42,911","2,064","1,755,112"
01/27/2026,"36,154","739,147","1,065,836","246,235","209,031","6,960","4,059,053"
01/28/2026,"43,338","817,588","1,154,321","268,629","223,385","7,767","4,317,293"
